432,55
0
434,44
436,34
0
0
-5963,44
414,44
0
200,95
404,12
-5963,44
414,44
0
200,95
404,12
267,29
204,26
205,1
205,9
206,77
207,57
226,37
209,23
0
420,63
211,53
212,92
0
213,16
